Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
01/06/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,735,3.25,178.15,,,,,868.97,1470.35,1460.56,3,136,,,,,234,394,955,10.02,11.51,,,2.92,0.05,,
01/06/2014,NYPD (Non-CIP),Dispute,4945,3.28,180.90,,,,,1031.30,1867.03,1861.47,3,146,,,,,262,530,1214,13.93,14.17,,,2.96,0.05,,
01/06/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,176,3.33,124.07,,,,,456.76,1184.34,1171.63,3,102,,,,,129.5,460.5,900.5,12.13,5.54,,,2.01,0.06,,
01/06/2014,NYPD (Non-CIP),Possible Crimes,5453,3.29,176.88,,,,,994.05,1887.43,1821.63,3,133,,,,,265,551,1137,14.89,13.62,,,2.89,0.05,,
01/06/2014,NYPD (Non-CIP),Vehicle Accident,2720,3.10,183.13,,,,,1238.54,2595.57,2566.69,3,144,,,,,420,931.5,1939,22.62,17.59,,,3.00,0.05,,
01/06/2014,NYPD (Non-CIP),Alarms,3050,3.30,140.72,,,,,788.52,1613.78,1613.78,3,103.5,,,,,266,532,1126.5,13.75,10.80,,,2.29,0.06,,
01/13/2014,EMS,1. Life Threating Med Emergencies,6957,3.10,51.16,,,54.55,158.04,198.79,571.87,514.85,3,47,,,5,77,111,339,466,6.22,1.59,0.98,0.08,0.81,0.05,,
01/13/2014,EMS,2. Non-Life Threatening Med Emergencies,10353,3.11,57.68,,,61.03,149.99,273.65,773.23,721.83,3,52,,,5,82,122.5,429,622,8.33,2.53,0.75,0.08,0.92,0.05,,
01/13/2014,FDNY,4. Non-Medical Emergencies,2258,3.12,154.75,,,,,171.72,466.01,442.68,3,82,,,,,13,255,375,4.90,0.28,,,2.53,0.05,,
01/13/2014,FDNY,2. Non-Structural Fires,172,3.05,82.46,,,,,96.82,342.24,339.74,3,55.5,,,,,11,236,322,4.09,0.24,,,1.32,0.05,,
01/13/2014,FDNY,3. Medical Emergencies,2756,3.09,148.51,,,65.42,145.30,171.20,427.59,394.21,3,111,,,5,50,8,242,371,4.27,0.38,1.33,0.09,2.42,0.05,,
01/13/2014,FDNY,1. Structural Fires,299,3.18,95.29,,,,,107.73,304.80,301.32,3,59,,,,,10,196,277,3.28,0.21,,,1.54,0.05,,
01/13/2014,FDNY,,137,3.61,150.39,,,,,167.34,409.64,403.53,3,92,,,,,14,226,367,4.04,0.28,,,2.45,0.06,,
01/13/2014,NYPD,2. Serious,1853,3.13,136.59,,,,,275.81,542.57,524.29,3,95,,,,,90,173,425,4.45,2.32,,,2.22,0.05,,
01/13/2014,NYPD,3. Non-Critical,1873,3.10,174.58,,,,,381.70,822.95,817.04,3,135,,,,,120,286,625,7.35,3.45,,,2.86,0.05,,
01/13/2014,NYPD,1. Critical,1059,3.15,134.59,,,,,251.07,454.05,444.09,3,90,,,,,75,140,360,3.38,1.94,,,2.19,0.05,,
01/13/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,312,3.20,140.11,,,,,298.96,1424.63,571.74,3,96,,,,,86.5,712.5,378.5,18.76,2.65,,,2.28,0.05,,
01/13/2014,NYPD (Non-CIP),Alarms,2359,3.13,136.95,,,,,743.46,1640.84,1639.32,3,102,,,,,251,560,1132,14.96,10.11,,,2.23,0.05,,
01/13/2014,NYPD (Non-CIP),Vehicle Accident,2637,2.89,184.39,,,,,1199.37,2551.76,2529.02,3,146,,,,,392,890,1811,22.54,16.92,,,3.03,0.05,,
01/13/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,214,3.14,117.63,,,,,487.36,1206.35,1206.35,3,86,,,,,141.5,452.5,786,11.98,6.16,,,1.91,0.05,,
01/13/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,872,3.14,173.47,,,,,888.89,1453.27,1439.17,3,137.5,,,,,231,366,896,9.41,11.92,,,2.84,0.05,,
01/13/2014,NYPD (Non-CIP),Possible Crimes,5293,3.15,178.02,,,,,1004.08,1870.43,1818.59,3,135,,,,,263,508,1134,14.44,13.77,,,2.91,0.05,,
01/13/2014,NYPD (Non-CIP),Dispute,4880,3.15,183.38,,,,,1104.89,1905.53,1894.39,3,143,,,,,264,495,1174,13.34,15.36,,,3.00,0.05,,
01/13/2014,NYPD (Non-CIP),Past Crime,3119,3.00,207.15,,,,,1300.73,2546.25,2515.17,3,169,,,,,342,765,1668,20.76,18.23,,,3.40,0.05,,
01/13/2014,NYPD (Non-CIP),Other Crimes (In Progress),909,3.18,183.67,,,,,416.08,889.72,889.32,3,150,,,,,119,315,670,7.89,3.87,,,3.01,0.05,,
01/20/2014,EMS,1. Life Threating Med Emergencies,6528,3.15,53.18,,,56.54,151.75,192.45,590.61,530.07,3,49,,,5,74,108,356,478,6.64,1.56,0.93,0.08,0.84,0.05,,
01/20/2014,EMS,2. Non-Life Threatening Med Emergencies,10139,3.20,59.35,,,62.57,118.85,291.98,842.82,781.05,3,53,,,5,77,118,451,635,9.18,2.85,0.35,0.08,0.94,0.05,,
01/20/2014,FDNY,2. Non-Structural Fires,464,3.24,108.94,,,,,123.08,371.31,364.82,3,65,,,,,11,241,330,4.14,0.24,,,1.76,0.05,,
01/20/2014,FDNY,4. Non-Medical Emergencies,2994,3.11,148.55,,,,,166.72,495.11,476.48,3,78,,,,,14,283,401.5,5.47,0.30,,,2.42,0.05,,
01/20/2014,FDNY,1. Structural Fires,334,3.12,92.61,,,,,106.86,319.67,313.31,3,59.5,,,,,11,204.5,288.5,3.55,0.24,,,1.49,0.05,,
01/20/2014,FDNY,,124,2.96,157.20,,,,,174.02,431.89,419.91,3,94,,,,,14,228,353,4.30,0.28,,,2.57,0.05,,
01/20/2014,FDNY,3. Medical Emergencies,2557,3.11,172.85,,,67.23,169.15,207.73,479.75,431.57,3,112,,,5,52,8,254,384,4.53,0.58,1.72,0.09,2.83,0.05,,
01/20/2014,NYPD,2. Serious,1490,3.16,135.96,,,,,253.55,524.76,512.82,3,98,,,,,83,191.5,427,4.52,1.96,,,2.21,0.05,,
01/20/2014,NYPD,3. Non-Critical,1537,3.29,182.88,,,,,381.66,862.84,857.00,3,143,,,,,111,329,670,8.02,3.31,,,2.99,0.05,,
01/20/2014,NYPD,1. Critical,858,3.14,128.75,,,,,236.08,426.69,413.60,3,89,,,,,72,142,347,3.18,1.79,,,2.09,0.05,,
01/20/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,767,3.19,186.76,,,,,818.20,1466.15,1457.54,3,148,,,,,225,379,979,10.80,10.52,,,3.06,0.05,,
01/20/2014,NYPD (Non-CIP),Alarms,3091,3.24,138.31,,,,,733.55,1611.34,1611.27,3,102,,,,,247,546,1091,14.63,9.92,,,2.25,0.05,,
01/20/2014,NYPD (Non-CIP),Possible Crimes,4922,3.16,176.86,,,,,936.27,1825.79,1763.25,3,135,,,,,235,557,1128.5,14.83,12.66,,,2.89,0.05,,
01/20/2014,NYPD (Non-CIP),Other Crimes (In Progress),836,3.12,179.51,,,,,389.88,914.66,913.88,3,148,,,,,116,350,691,8.75,3.51,,,2.94,0.05,,
01/20/2014,NYPD (Non-CIP),Past Crime,2605,3.00,208.10,,,,,1180.18,2476.69,2442.23,3,173,,,,,298,807,1678,21.61,16.20,,,3.42,0.05,,
01/20/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,187,3.15,131.66,,,,,482.48,1233.95,1233.95,3,94,,,,,140,399,765,12.52,5.85,,,2.14,0.05,,
01/20/2014,NYPD (Non-CIP),Dispute,4712,3.18,182.25,,,,,943.46,1814.11,1806.02,3,146,,,,,229,534,1171.5,14.51,12.69,,,2.98,0.05,,
01/20/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,284,3.11,147.14,,,,,329.35,1535.80,596.27,3,97,,,,,77.5,749.5,401.5,20.11,3.04,,,2.40,0.05,,
01/20/2014,NYPD (Non-CIP),Vehicle Accident,3202,3.16,182.53,,,,,1365.34,2824.74,2801.81,3,143,,,,,420.5,1009,1997.5,24.32,19.71,,,2.99,0.05,,
01/27/2014,EMS,2. Non-Life Threatening Med Emergencies,10239,3.25,59.78,,,63.04,151.31,236.85,738.47,685.31,3,53,,,5,80,119,438,614,8.36,2.14,0.88,0.08,0.95,0.05,,
01/27/2014,EMS,1. Life Threating Med Emergencies,6855,3.26,52.86,,,56.22,159.48,196.28,567.49,513.81,3,48,,,5,76,109,340,468,6.19,1.58,1.02,0.08,0.83,0.05,,
01/27/2014,FDNY,4. Non-Medical Emergencies,2865,3.27,142.89,,,,,160.79,464.00,445.36,3,80,,,,,13,267,387,5.05,0.30,,,2.33,0.05,,
01/27/2014,FDNY,1. Structural Fires,339,3.20,86.46,,,,,100.59,302.04,299.52,3,58,,,,,11,196,277,3.36,0.24,,,1.39,0.05,,
01/27/2014,FDNY,,128,2.96,144.42,,,,,162.41,417.98,414.55,3,92,,,,,14,226.5,338,4.26,0.30,,,2.36,0.05,,
01/27/2014,FDNY,2. Non-Structural Fires,451,3.13,99.01,,,,,113.99,357.23,353.07,3,64,,,,,11,236,325,4.05,0.25,,,1.60,0.05,,
01/27/2014,FDNY,3. Medical Emergencies,2591,3.25,144.04,,,67.13,140.89,168.71,431.37,394.49,3,108,,,5,47,8,244,369,4.38,0.41,1.24,0.09,2.35,0.05,,
01/27/2014,NYPD,3. Non-Critical,1871,3.34,172.43,,,,,404.41,857.11,854.82,3,130,,,,,122,299,649,7.55,3.87,,,2.82,0.06,,
01/27/2014,NYPD,1. Critical,988,3.19,123.46,,,,,244.07,454.00,446.32,3,84,,,,,78,139,348,3.50,2.01,,,2.00,0.05,,
01/27/2014,NYPD,2. Serious,1784,3.23,140.01,,,,,275.17,546.24,527.50,3,100,,,,,91,187,438,4.52,2.25,,,2.28,0.05,,
01/27/2014,NYPD (Non-CIP),Other Crimes (In Progress),988,3.29,180.77,,,,,459.48,935.97,931.85,3,152,,,,,131.5,320.5,710,7.94,4.65,,,2.96,0.05,,
01/27/2014,NYPD (Non-CIP),Dispute,4915,3.23,185.66,,,,,1217.95,2110.06,2101.24,3,149,,,,,300,529,1302,14.87,17.20,,,3.04,0.05,,
01/27/2014,NYPD (Non-CIP),Alarms,2313,3.20,143.53,,,,,922.79,1785.41,1785.41,3,107,,,,,286,553,1163,14.38,12.99,,,2.34,0.05,,
01/27/2014,NYPD (Non-CIP),Vehicle Accident,2824,3.01,187.51,,,,,1383.82,2702.90,2682.41,3,146,,,,,445,898.5,1968.5,21.98,19.94,,,3.08,0.05,,
01/27/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,189,3.11,122.94,,,,,446.40,1235.61,1235.61,3,93,,,,,170,440,803,13.15,5.39,,,2.00,0.05,,
01/27/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,779,3.22,185.03,,,,,994.22,1651.68,1647.80,3,150,,,,,221,386,994,10.96,13.49,,,3.03,0.05,,
01/27/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,345,3.22,146.48,,,,,331.31,1626.41,632.33,3,103,,,,,82,826,395,21.59,3.08,,,2.39,0.05,,
01/27/2014,NYPD (Non-CIP),Past Crime,2949,3.13,205.59,,,,,1515.36,2811.42,2761.71,3,167,,,,,442,786,1845,21.60,21.83,,,3.37,0.05,,
01/27/2014,NYPD (Non-CIP),Possible Crimes,5090,3.22,174.16,,,,,1084.14,1999.86,1944.79,3,135,,,,,276,527,1170.5,15.26,15.17,,,2.85,0.05,,
02/03/2014,EMS,1. Life Threating Med Emergencies,6557,3.52,54.70,,,58.09,151.14,198.66,608.71,545.76,3,49,,,5,78,113,373,499,6.83,1.67,0.95,0.08,0.86,0.06,,
02/03/2014,EMS,2. Non-Life Threatening Med Emergencies,10776,3.55,60.04,,,63.36,89.70,335.50,921.04,846.03,3,53,,,5,81,125,497,683,9.76,3.55,-0.04,0.08,0.95,0.06,,
02/03/2014,FDNY,2. Non-Structural Fires,852,3.60,121.18,,,,,137.60,395.27,390.78,3,65,,,,,12,250,345,4.29,0.28,,,1.96,0.06,,
02/03/2014,FDNY,3. Medical Emergencies,2609,3.56,169.99,,,67.76,166.38,196.44,471.50,434.49,3,116,,,5,56,8,258,398,4.58,0.44,1.66,0.09,2.77,0.06,,
02/03/2014,FDNY,,154,3.30,145.35,,,,,163.16,423.70,422.50,3,91.5,,,,,13,232.5,383,4.34,0.30,,,2.37,0.05,,
02/03/2014,FDNY,1. Structural Fires,376,3.43,94.09,,,,,108.37,318.13,315.84,3,61,,,,,12,202.5,289.5,3.50,0.24,,,1.51,0.06,,
02/03/2014,FDNY,4. Non-Medical Emergencies,2524,3.48,173.70,,,,,191.44,502.43,487.71,3,82,,,,,14,277,392.5,5.18,0.30,,,2.84,0.06,,
02/03/2014,NYPD,1. Critical,868,3.35,128.70,,,,,246.76,448.78,440.28,3,91,,,,,77.5,153.5,367.5,3.37,1.97,,,2.09,0.06,,
02/03/2014,NYPD,3. Non-Critical,1662,3.46,171.35,,,,,400.48,864.47,862.06,3,136,,,,,127,327,685.5,7.73,3.82,,,2.80,0.06,,
02/03/2014,NYPD,2. Serious,1701,3.58,137.19,,,,,284.53,583.56,564.27,3,98,,,,,91,209,457,4.98,2.46,,,2.23,0.06,,
02/03/2014,NYPD (Non-CIP),Other Crimes (In Progress),911,3.46,183.22,,,,,464.83,966.64,960.36,3,152,,,,,139,378,770,8.36,4.69,,,3.00,0.06,,
02/03/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,821,3.38,169.77,,,,,878.51,1521.15,1514.05,3,139,,,,,226,419,968,10.71,11.81,,,2.77,0.06,,
02/03/2014,NYPD (Non-CIP),Dispute,5000,3.46,184.42,,,,,1225.35,2101.93,2096.55,3,148,,,,,268,544,1272,14.61,17.35,,,3.02,0.06,,
02/03/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,211,4.25,117.95,,,,,439.52,1272.97,1272.97,3,84,,,,,165,411,805,13.89,5.36,,,1.90,0.07,,
02/03/2014,NYPD (Non-CIP),Vehicle Accident,3416,3.44,180.92,,,,,1675.23,3120.12,3095.70,3,145,,,,,492,978.5,2115.5,24.08,24.91,,,2.96,0.06,,
02/03/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,288,3.68,133.24,,,,,294.16,1736.42,588.74,3,93,,,,,76.5,902,397.5,24.04,2.68,,,2.16,0.06,,
02/03/2014,NYPD (Non-CIP),Possible Crimes,5191,3.38,175.02,,,,,1113.79,2082.27,2015.65,3,136,,,,,274,596,1229,16.14,15.65,,,2.86,0.06,,
02/03/2014,NYPD (Non-CIP),Alarms,2296,3.38,136.15,,,,,825.40,1719.47,1717.34,3,105,,,,,253.5,590,1166,14.90,11.49,,,2.21,0.06,,
02/03/2014,NYPD (Non-CIP),Past Crime,2538,3.35,208.65,,,,,1622.44,2970.74,2925.81,3,171,,,,,440.5,831.5,1918,22.47,23.56,,,3.42,0.06,,
02/10/2014,EMS,2. Non-Life Threatening Med Emergencies,10253,3.22,58.74,,,62.13,127.14,255.84,813.82,753.19,3,52,,,5,80,122,479,655,9.30,2.48,0.56,0.08,0.93,0.05,,
02/10/2014,EMS,1. Life Threating Med Emergencies,6439,3.18,52.66,,,56.35,154.15,192.21,605.58,544.43,3,48,,,5,77,110,374,494,6.89,1.59,0.99,0.08,0.83,0.05,,
02/10/2014,FDNY,1. Structural Fires,334,3.30,81.01,,,,,94.56,307.21,304.92,3,60,,,,,10,204.5,289,3.54,0.23,,,1.30,0.05,,
02/10/2014,FDNY,2. Non-Structural Fires,722,3.26,109.86,,,,,126.15,384.66,377.51,3,62,,,,,12,241,337.5,4.31,0.27,,,1.78,0.05,,
02/10/2014,FDNY,4. Non-Medical Emergencies,2878,3.31,151.16,,,,,203.97,535.40,512.85,3,80,,,,,14,290,408,5.52,0.88,,,2.46,0.06,,
02/10/2014,FDNY,,110,3.54,160.15,,,,,217.23,482.09,480.94,3,105.5,,,,,16,223,389.5,4.41,0.95,,,2.61,0.06,,
02/10/2014,FDNY,3. Medical Emergencies,2461,3.19,151.75,,,66.87,148.48,178.97,456.13,418.05,3,114,,,5,53,8,258,391,4.62,0.45,1.37,0.10,2.48,0.05,,
02/10/2014,NYPD,3. Non-Critical,1602,3.26,172.59,,,,,410.50,894.95,893.10,3,135,,,,,123,322,675,8.07,3.97,,,2.82,0.05,,
02/10/2014,NYPD,1. Critical,834,3.26,132.50,,,,,245.21,457.70,441.18,3,95,,,,,77.5,159,379.5,3.54,1.88,,,2.15,0.05,,
02/10/2014,NYPD,2. Serious,1689,3.26,139.27,,,,,274.43,568.84,554.69,3,100,,,,,90,207,455,4.91,2.25,,,2.27,0.05,,
02/10/2014,NYPD (Non-CIP),Alarms,2704,3.26,138.77,,,,,880.12,1808.81,1808.81,3,103.5,,,,,262,609.5,1239.5,15.48,12.36,,,2.26,0.05,,
02/10/2014,NYPD (Non-CIP),Past Crime,2476,3.10,207.36,,,,,1393.57,2672.63,2635.63,3,169,,,,,391,807.5,1862,21.32,19.77,,,3.40,0.05,,
02/10/2014,NYPD (Non-CIP),Possible Crimes,5257,3.20,172.85,,,,,1015.51,1985.36,1926.51,3,134,,,,,263,588,1219,16.16,14.04,,,2.83,0.05,,
02/10/2014,NYPD (Non-CIP),Dispute,4901,3.22,181.07,,,,,1101.68,2015.50,2008.09,3,147,,,,,274,583,1300,15.23,15.34,,,2.96,0.05,,
02/10/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,314,3.21,128.66,,,,,296.03,1527.21,632.24,3,87,,,,,75.5,780,383.5,20.52,2.79,,,2.09,0.05,,
02/10/2014,NYPD (Non-CIP),Other Crimes (In Progress),778,3.13,174.97,,,,,406.79,927.98,924.97,3,143,,,,,120,365.5,730.5,8.69,3.86,,,2.86,0.05,,
02/10/2014,NYPD (Non-CIP),Vehicle Accident,3425,2.98,175.81,,,,,1294.34,2695.24,2681.60,3,140,,,,,430,968,1987,23.35,18.64,,,2.88,0.05,,
02/10/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,192,3.30,114.66,,,,,446.30,1124.92,1124.92,3,85,,,,,155,395.5,828.5,11.31,5.53,,,1.86,0.06,,
02/10/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,738,3.17,173.33,,,,,871.77,1533.12,1526.54,3,140.5,,,,,218.5,382,981,11.02,11.64,,,2.84,0.05,,
02/17/2014,EMS,2. Non-Life Threatening Med Emergencies,10415,3.07,59.48,,,62.75,130.91,241.60,763.53,720.28,3,52,,,5,78,117,453,628,8.70,2.25,0.60,0.08,0.95,0.05,,
02/17/2014,EMS,1. Life Threating Med Emergencies,6345,3.07,53.14,,,56.62,150.61,187.75,572.79,512.62,3,48,,,5,73,106,354,469,6.42,1.54,0.95,0.08,0.84,0.05,,
02/17/2014,FDNY,1. Structural Fires,311,3.01,87.09,,,,,101.58,308.87,301.38,3,58,,,,,11,204,283,3.45,0.24,,,1.40,0.05,,
02/17/2014,FDNY,2. Non-Structural Fires,494,3.12,85.81,,,,,100.00,342.48,336.40,3,56,,,,,11,237,315.5,4.04,0.24,,,1.38,0.05,,
02/17/2014,FDNY,4. Non-Medical Emergencies,2507,3.05,151.66,,,,,168.57,464.02,449.05,3,79,,,,,13,266,382,4.92,0.28,,,2.48,0.05,,
02/17/2014,FDNY,3. Medical Emergencies,2540,3.08,146.01,,,66.36,142.93,166.92,432.23,401.71,3,107,,,5,49,7,250,375,4.42,0.35,1.28,0.09,2.38,0.05,,
02/17/2014,FDNY,,147,3.24,276.82,,,,,296.29,547.12,444.26,3,110,,,,,14,210,362,4.18,0.32,,,4.56,0.05,,
02/17/2014,NYPD,1. Critical,906,3.09,131.94,,,,,247.09,436.64,421.55,3,94,,,,,77,139,355.5,3.16,1.92,,,2.15,0.05,,
02/17/2014,NYPD,2. Serious,1785,3.15,139.47,,,,,273.41,523.47,505.52,3,99,,,,,90,183,430,4.17,2.23,,,2.27,0.05,,
02/17/2014,NYPD,3. Non-Critical,1825,3.07,169.16,,,,,399.81,822.46,815.13,3,136,,,,,115,307,644,7.04,3.84,,,2.77,0.05,,
02/17/2014,NYPD (Non-CIP),Other Crimes (In Progress),912,3.07,182.25,,,,,446.76,955.70,955.70,3,150,,,,,128,355,723,8.48,4.41,,,2.99,0.05,,
02/17/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,382,3.02,133.38,,,,,302.47,1543.83,628.67,3,86.5,,,,,78,734.5,370.5,20.69,2.82,,,2.17,0.05,,
02/17/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,958,3.15,183.84,,,,,920.58,1581.82,1571.04,3,147,,,,,225.5,404.5,984,11.02,12.28,,,3.01,0.05,,
02/17/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,167,3.01,120.25,,,,,490.08,1264.07,1264.07,3,88,,,,,149,485,834,12.90,6.16,,,1.95,0.05,,
02/17/2014,NYPD (Non-CIP),Dispute,5160,3.10,184.15,,,,,1168.56,2032.55,2026.37,3,148,,,,,271.5,533,1234,14.40,16.41,,,3.02,0.05,,
02/17/2014,NYPD (Non-CIP),Past Crime,2648,2.92,208.05,,,,,1498.58,2790.09,2756.02,3,174,,,,,391,813,1801.5,21.53,21.51,,,3.42,0.05,,
02/17/2014,NYPD (Non-CIP),Vehicle Accident,2965,2.96,185.09,,,,,1425.08,2820.06,2796.26,3,147,,,,,446,942,1995,23.25,20.67,,,3.04,0.05,,
02/17/2014,NYPD (Non-CIP),Possible Crimes,5359,3.10,176.68,,,,,1023.98,1904.98,1852.35,3,137,,,,,274,542,1177,14.68,14.12,,,2.89,0.05,,
02/17/2014,NYPD (Non-CIP),Alarms,2171,3.16,138.33,,,,,895.75,1790.95,1790.95,3,102,,,,,271,576,1200,14.92,12.62,,,2.25,0.05,,
02/24/2014,EMS,1. Life Threating Med Emergencies,6484,3.04,52.63,,,56.12,151.43,187.22,552.56,495.48,3,48,,,5,74,107,336,453,6.09,1.56,1.01,0.08,0.83,0.05,,
02/24/2014,EMS,2. Non-Life Threatening Med Emergencies,10136,3.02,59.54,,,62.87,147.96,245.68,750.26,696.51,3,52,,,5,78,118,443,619,8.41,2.28,0.81,0.08,0.95,0.05,,
02/24/2014,FDNY,1. Structural Fires,343,3.13,72.93,,,,,87.43,287.48,281.57,3,56,,,,,10,193,272,3.33,0.24,,,1.16,0.05,,
02/24/2014,FDNY,2. Non-Structural Fires,181,3.09,102.57,,,,,116.93,357.55,336.76,3,57,,,,,10,235,313,4.01,0.24,,,1.66,0.05,,
02/24/2014,FDNY,,130,3.13,214.25,,,,,233.36,471.71,438.72,3,97,,,,,13,211,336,3.97,0.32,,,3.52,0.05,,
02/24/2014,FDNY,3. Medical Emergencies,2473,3.03,149.67,,,65.60,146.45,174.61,433.84,395.42,3,112,,,5,50,8,246,374,4.32,0.42,1.36,0.09,2.44,0.05,,
02/24/2014,FDNY,4. Non-Medical Emergencies,2450,3.04,159.88,,,,,178.24,472.52,450.72,3,78,,,,,13,260,368,4.90,0.31,,,2.61,0.05,,
02/24/2014,NYPD,3. Non-Critical,1680,3.06,176.47,,,,,403.36,830.59,828.48,3,135.5,,,,,121,287,638,7.12,3.78,,,2.89,0.05,,
02/24/2014,NYPD,2. Serious,1652,3.06,134.30,,,,,272.74,530.27,516.87,3,98,,,,,87,182,416,4.29,2.31,,,2.19,0.05,,
02/24/2014,NYPD,1. Critical,901,3.09,135.38,,,,,255.35,442.09,437.07,3,89,,,,,72,134,350,3.11,2.00,,,2.20,0.05,,
02/24/2014,NYPD (Non-CIP),United States Postal Service - Bio Hazard Detection System,1,3.00,436.00,,,,,491.00,986.00,986.00,3,433,,,,,55,495,986,8.25,0.92,,,7.22,0.05,,
02/24/2014,NYPD (Non-CIP),Dispute,4705,3.05,184.03,,,,,1074.07,1895.33,1887.80,3,148,,,,,248,509,1176,13.69,14.83,,,3.02,0.05,,
02/24/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,321,3.12,156.88,,,,,342.08,1460.66,606.51,3,100,,,,,86,727,399,18.64,3.09,,,2.56,0.05,,
02/24/2014,NYPD (Non-CIP),Past Crime,2683,2.91,212.66,,,,,1378.28,2694.19,2669.35,3,174,,,,,414,788,1816,21.93,19.43,,,3.50,0.05,,
02/24/2014,NYPD (Non-CIP),Other Crimes (In Progress),902,3.04,180.81,,,,,429.53,894.92,892.69,3,154,,,,,125.5,333.5,689,7.76,4.15,,,2.96,0.05,,
02/24/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,183,2.96,125.85,,,,,355.92,1051.05,1051.05,3,94,,,,,117,451,795,11.59,3.83,,,2.05,0.05,,
02/24/2014,NYPD (Non-CIP),Alarms,2411,3.07,134.19,,,,,789.11,1629.57,1629.57,3,106,,,,,270,522,1128,14.01,10.92,,,2.19,0.05,,
02/24/2014,NYPD (Non-CIP),Possible Crimes,5114,3.04,175.22,,,,,1038.50,1923.94,1865.47,3,136,,,,,261,525,1144,14.76,14.39,,,2.87,0.05,,
02/24/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,855,3.05,181.12,,,,,914.45,1498.28,1480.36,3,147,,,,,232,383,930,9.73,12.22,,,2.97,0.05,,
02/24/2014,NYPD (Non-CIP),Vehicle Accident,2736,2.82,184.29,,,,,1276.90,2632.96,2590.50,3,145,,,,,453,952,1952.5,22.60,18.21,,,3.02,0.05,,
03/03/2014,EMS,2. Non-Life Threatening Med Emergencies,10222,3.01,59.58,,,62.80,135.62,249.04,755.62,700.80,3,52,,,5,78,117,434,610,8.44,2.33,0.67,0.08,0.95,0.05,,
03/03/2014,EMS,1. Life Threating Med Emergencies,6569,3.02,52.19,,,55.57,152.53,193.04,562.09,500.20,3,48,,,5,73,107,340,456,6.15,1.56,0.94,0.08,0.83,0.05,,
03/03/2014,FDNY,,111,3.01,136.21,,,,,153.27,411.49,388.41,3,82,,,,,12,225,375,4.30,0.28,,,2.22,0.05,,
03/03/2014,FDNY,3. Medical Emergencies,2588,2.98,139.44,,,66.06,136.48,165.06,423.33,389.06,3,108,,,5,46,8,245,367,4.30,0.43,1.19,0.09,2.27,0.05,,
03/03/2014,FDNY,4. Non-Medical Emergencies,2183,3.00,131.65,,,,,148.09,441.05,424.43,3,76,,,,,13,263,368,4.88,0.27,,,2.14,0.05,,
03/03/2014,FDNY,2. Non-Structural Fires,176,2.97,85.99,,,,,106.24,361.65,360.88,3,62,,,,,11,234,323.5,4.26,0.34,,,1.38,0.05,,
03/03/2014,FDNY,1. Structural Fires,343,2.96,85.15,,,,,98.47,300.83,292.78,3,58,,,,,11,197,269,3.37,0.22,,,1.37,0.05,,
03/03/2014,NYPD,1. Critical,867,3.00,130.48,,,,,248.60,462.23,443.76,3,83,,,,,83,143,356,3.56,1.97,,,2.12,0.05,,
03/03/2014,NYPD,3. Non-Critical,1779,3.01,177.01,,,,,414.25,862.90,855.31,3,136,,,,,113,300,649,7.48,3.95,,,2.90,0.05,,
03/03/2014,NYPD,2. Serious,1794,3.00,140.04,,,,,280.82,541.10,519.71,3,96.5,,,,,88,178,426,4.34,2.35,,,2.28,0.05,,
